Word,Difficulty
killing,-0.63
killjoy,0.17
kills,-0.61
kiln,0.29
kilo,0.04
kilogram,-0.37
kilohertz,1.11
kilometer,-0.11
kilometers,-0.01
kiloton,0.33
kilowatt,0.61
kilowatts,0.5
kilt,-0.28
kilts,0.18
kimono,0.41
kin,-0.27
kind,-0.75
kinder,-0.19
kindergarten,0.46
kindest,-0.05
kindle,-0.05
kindled,-0.18
kindliness,0.18
kindly,-0.65
kindness,-0.53
kindnesses,-0.14
kindred,-0.04
kinds,-0.44
kinesthetic,0.61
kinesthetically,1
kinetic,-0.11
kinfolk,0.19
king,-0.8
kingdom,-0.56
kingdoms,-0.22
kingfisher,0.21
kingpin,-0.2
kings,-0.42
kink,-0.1
kinky,-0.3
kinsfolk,0.14
kinship,-0.21
kinsman,0.26
kinswoman,0.68
kiosk,-0.1
Kipling,0.09
Kirk,0.19
kiss,-0.8
kissed,-0.66
kisser,-0.38
kisses,-0.72
kissing,-0.61
kit,-0.68
kitchen,-0.68
kitchenette,0.87
kitchens,-0.52
kite,-0.75
kits,-0.41
kitten,-0.65
kittenish,0.14
kittens,-0.61
kitty,-0.64
kitty's,-0.17
Kiwanis,1.14
kiwi,-0.38
Klaus,0.71
Kleenex,-0.16
kleptomania,1.09
kleptomaniac,1.06
knack,-0.01
knapsack,0.02
knave,0.11
knavery,0.69
knead,-0.09
knee,-0.68
kneecap,0.12
kneel,-0.21
kneeled,-0.37
kneeling,0.03
kneels,-0.17
knees,-0.69
knelt,0.17
knew,-0.55
knickerbocker,0.88
knickerbockers,0.56
knickers,0.01
knife,-0.7
knifelike,0.95
knife's,-0.45
knight,-0.69
knighthood,0.05
knightly,0.02
knights,-0.75
knit,-0.44
knitted,-0.41
knitting,-0.26
knitwear,0.16
knives,-0.57
knob,-0.49
knobble,0.12
knobbly,0
knobby,0.28
knobs,-0.43
knock,-0.32
knockdown,-0.06
knocked,-0.77
knocker,-0.25
knocking,-0.5
knockout,-0.32
knocks,-0.54
knoll,-0.21
knot,-0.69
knothole,0.54
knots,-0.39
knotted,-0.4
knotty,-0.05
know,-0.79
knoweth,0.61
knowing,-0.54
knowingly,-0.15
knowledge,-0.31
knowledgeable,0.29
known,-0.62
knows,-0.64
Knoxville,-0.03
knuckle,-0.31
knuckleball,0.51
knuckled,0.05
knuckles,-0.28
koala,0.42
Kodiak,-0.37
Koran,-0.18
Korea,-0.35
Korean,-0.44
Koreans,-0.24
kosher,0.04
Krakatoa,-0.02
kraut,0.18
krautheads,NULL
krauts,0.37
Kremlin,0.14
Krishna,0.52
kudos,0.14
kumquat,0.56
Kurt,-0.01
Kuwait,0.09
lab,-0.69
label,-0.66
labeled,-0.49
labeling,-0.37
labelled,-0.32
labels,-0.66
labial,0.2
labile,0.3
labor,-0.68
laboratories,0
laboratory,-0.23
labored,-0.38
laborer,-0.12
laborers,-0.36
laborious,0.42
labors,-0.56
labor's,-0.31
Labrador,0.3
labyrinth,0.27
lace,-0.45
laced,-0.17
lacerate,0.22
lacerated,0.13
laceration,0.15
lacerations,0.38
laces,-0.53
lack,-0.68
lackadaisical,0.98
lacked,-0.4
lackey,0.08
lackeys,0.32
lacking,-0.57
lacks,-0.45
lacquer,0.53
lacquered,0.4
lacrosse,0.04
lactate,0.55
lactating,0.54
lactation,0.59
lactic,0.24
lactose,0.11
lacy,-0.19
lad,-0.33
ladder,-0.63
laddie,0.21
laden,0.02
ladies,-0.78
ladle,-0.05
lads,-0.12
lad's,0.18
lady,-0.8
ladybird,0
ladybug,-0.41
ladylike,-0.29
lady's,-0.66
ladyship,0.23
lag,-0.12
lager,0.16
lagers,0.22
laggard,0.03
lagged,-0.12
lagoon,-0.23
lagoons,0
lags,-0.16
laguna,0.43
laid,-0.56
lain,0.28
lair,-0.15
laird,0.4
lairs,0.18
laity,-0.11
lake,-0.68
lakes,-0.53
Lama,0.08
lamb,-0.8
lambast,0.19
lambs,-0.62
lambskin,0.1
lame,-0.59
lament,-0.06
lamentation,0.31
lamentations,0.61
laments,0.02
laminate,0.2
laminated,-0.09
laminating,0.27
lamp,-0.73
lamplight,-0.28
lamplighter,0.48
lampoon,0.1
lamppost,0.47
lamprey,-0.19
lamps,-0.7
lampshade,0.03
Lancaster,-0.05
lance,-0.27
lanced,-0.05
lancer,0.26
lances,-0.18
land,-0.68
landed,-0.5
lander,0.23
landfall,-0.45
landholder,-0.1
landing,-0.34
landings,-0.33
landlady,0.23
landless,0.2
landlocked,-0.1
landlord,-0.39
landlords,-0.19
landlubber,1.01
landmark,-0.5
landmarks,-0.42
landmine,0.66
landowner,0.06
landowners,0.2
landrover,0.7
lands,-0.61
land's,-0.64
landscape,-0.47
landscaped,-0.19
landscapes,-0.34
landscaping,-0.35
landslide,-0.36
landslides,-0.13
lane,-0.31
lanes,-0.23
langsyne,1.87
language,-0.35
languages,-0.48
languid,0.3
languish,0.02
languished,-0.05
languishing,0.36
languor,0.18
lank,0.18
lanky,-0.1
lanolin,0.37
lantern,-0.12
lanterns,-0.06
lanyard,0.49
Laos,0.25
Laotian,0.68
Laotians,0.66
lap,-0.58
lapdog,0.31
lapel,-0.01
lapels,0.19
lapidary,1.76
lapped,-0.19
lapping,-0.1
laps,-0.39
lapse,-0.39
lapsed,-0.26
lapses,0.03
lapsing,0.2
larceny,0.1
lard,-0.19
larder,-0.04
Laredo,0.21
large,-0.61
largely,-0.47
larger,-0.52
largesse,0.6
largest,-0.65
lark,-0.43
larks,-0.29
larkspur,0.58
Larry,-0.66
larva,0.17
larvae,0.29
larval,0.63
laryngitis,0.73
larynx,0.36
lasagna,-0.06
lascivious,0.85
laser,-0.66
lash,-0.19
lashed,-0.35
lashes,-0.4
lashing,-0.47
lashings,0.13
lass,-0.09
lasses,0.3
lassie,-0.03
lasso,-0.15
last,-0.79
lasted,-0.25
lasting,-0.65
lastly,-0.33
lasts,-0.45
latch,-0.55
latched,-0.09
latches,-0.32
latchkey,0.41
late,-0.8
latecomer,0.71
lately,-0.55
latency,-0.26
latent,-0.46
later,-0.6
lateral,-0.38
latest,-0.72
latex,-0.22
lath,0.09
lathe,0.05
lather,-0.31
lathered,-0.04
lathes,0.42
Latin,-0.61
Latinize,0.34
latitude,-0.21
latitudes,-0.14
latrine,0.06
latter,0.05
lattice,0.01
laud,-0.1
laudably,0.45
laudanum,0.94
lauder,0.4
laugh,-0.78
laughable,0.3
laughed,-0.75
laughing,-0.68
laughingly,0.17
laughingstock,0.9
laughingstocks,0.87
laughs,-0.71
laughter,-0.62
launch,-0.5
launched,-0.46
launcher,-0.17
launches,-0.31
launching,-0.57
launchings,-0.12
launder,-0.12
laundered,-0.14
laundering,0.16
launderings,0.37
laundromat,0.23
laundry,-0.53
Laura,-0.55
laureate,0.58
laurel,-0.25
laurels,-0.07
Lauren,-0.43
Laurence,-0.04
Laurentian,0.77
Laurie,-0.33
lava,-0.5
lavatory,0.18
lavender,-0.52
lavish,-0.53
lavished,-0.25
lavishing,-0.2
lavishly,-0.31
law,-0.81
lawful,-0.65
lawless,-0.5
lawmakers,-0.23
lawmaking,0.08
lawman,-0.2
lawmen,0.28
lawn,-0.54
lawns,-0.6
Lawrence,-0.33
Lawrence's,-0.16
laws,-0.77
lawsuit,-0.31
lawsuits,-0.47
lawyer,-0.73
lawyers,-0.71
lawyer's,-0.56
lax,-0.36
laxative,0.02
laxness,0.61
lay,-0.77
layer,-0.55
layered,-0.45
layering,0.09
layers,-0.42
laying,-0.42
layman's,-0.29
laymen,0.02
laymen's,0.3
layoff,-0.26
layoffs,-0.21
layout,-0.6
layover,-0.04
lays,-0.47
Lazarus,0.2
laze,-0.41
lazily,-0.27
lazy,-0.84
lazybones,-0.09
leach,-0.29
leaches,-0.06
lead,-0.65
leaded,-0.55
leaden,0.25
leader,-0.5
leaderless,0.28
leaders,-0.48
leader's,-0.29
leadership,-0.57
leading,-0.64
leadings,-0.57
leads,-0.48
leaf,-0.72
leafed,0
leafhopper,0.53
leafiest,0.55
leaflet,0.26
leaflets,0.36
leafy,-0.2
league,-0.47
leagued,0.23
leagues,-0.41
league's,-0.23
leak,-0.67
leakage,-0.13
leaked,-0.53
leaks,-0.52
leaky,-0.44
lean,-0.63
leaned,-0.43
leaning,-0.28
leans,-0.28
leap,-0.75
leaped,-0.57
leapfrog,-0.2
leaping,-0.54
leaps,-0.56
leapt,0.14
learn,-0.63
learned,-0.62
learners,-0.24
learning,-0.6
learns,-0.45
lease,-0.77
leased,-0.51
leaseholder,0.66
leases,-0.36
leash,-0.51
leashes,-0.3
leasing,-0.43
least,-0.55
leather,-0.54
leathered,-0.34
leatherneck,0.61
leathers,-0.4
leathery,0.13
leave,-0.73
leaven,0.11
leavened,0.3
leavening,0.25
leaves,-0.67
leaving,-0.59
leavings,-0.18
Lebanese,0
Lebanon,0.04
lecher,0.16
lecherous,0.47
lechery,0.09
lectern,-0.02
lecture,-0.76
lectured,-0.47
lecturer,-0.14
lectures,-0.47
lecturing,-0.09
led,-0.4
ledge,-0.52
ledger,-0.31
ledgers,0.23
ledges,-0.53
leech,-0.14
leek,-0.46
leer,-0.22
leered,0.06
leering,-0.04
leery,0.21
Lee's,-0.53
leeway,0.35
left,-0.79
leftfield,0.26
lefthander,0.18
lefthanders,0.59
leftist,0.54
leftovers,-0.16
leftward,0.24
leg,-0.78
legacies,0.1
legacy,-0.35
legal,-0.74
legalism,-0.07
legality,-0.16
legalization,0.15
legalize,-0.15
legalized,-0.39
legally,-0.39
legend,-0.74
legendary,-0.31
legends,-0.66
leger,-0.03
legers,0.23
legged,0.09
leggings,-0.21
leggy,0.07
legibility,0.09
legible,-0.22
legion,-0.37
legionary,0.11
legions,-0.37
legislate,0.21
legislated,0.5
legislation,-0.08
legislative,0.41
legislator,-0.14
legislators,0.22
legislature,0
legislatures,0.82
legislature's,0.6
legit,-0.15
legitimacy,0.1
legitimate,-0.13
legitimately,0.45
legitimize,0.42
legitimized,0.21
legless,0.04
legroom,0.11
legs,-0.76
legume,0.01
lei,-0.01
leisure,-0.32
leisurely,-0.03
leitmotif,NULL
leitmotiv,0.88
lemma,-0.14
lemming,0.28
lemon,-0.8
lemonade,-0.43
lemons,-0.65
lemur,0.19
lend,-0.57
lender,-0.53
lending,-0.21
lends,-0.46
length,-0.6
lengthen,-0.3
lengthened,-0.01
lengthening,0.05
lengthily,0.62
lengths,-0.45
lengthways,0.59
lengthwise,0.26
lengthy,-0.45
lenience,0.54
lenient,0.28
Lenin,0.04
Leningrad,0.89
Leningrad's,0.59
lens,-0.66
lenses,-0.46
lent,-0.46
lentil,-0.16
lentils,0.01
Leo,-0.51
Leon,-0.35
Leonard,-0.45
leopard,-0.26
leopards,-0.39
leopard's,-0.29
leotard,0.25
leper,-0.05
leprechaun,0.42
leprosy,0.1
lesbian,-0.37
lesbians,-0.22
lesion,-0.04
Leslie,-0.18
less,-0.82
lessen,-0.43
lessened,-0.2
lessening,-0.08
lessens,-0.35
lesser,-0.34
lesson,-0.61
lessons,-0.67
lest,0.3
Lester,-0.09
Lester's,0.08
let,-0.75
letdown,0.01
lethal,-0.42
lethality,0.88
lethargic,0.17
lethargies,0.5
lethargy,0.4
lets,-0.49
let's,-0.66
letter,-0.69
letterbox,-0.14
lettered,-0.3
letterhead,-0.21
lettering,-0.2
letterman,-0.14
lettermen,-0.13
letterpress,0.72
letters,-0.57
letting,-0.34
lettuce,-0.41
letup,0.41
leukemia,-0.2
levee,0.02
level,-0.56
leveled,-0.49
leveling,-0.02
levelled,0.52
levels,-0.67
lever,-0.51
leverage,-0.21
levers,-0.09
leviathan,0.7
levied,0.04
levies,0.63
Levis,-0.26
levitate,0.1
levitation,0.4
levity,-0.27
levy,-0.23
lewd,-0.42
lewdly,0.25
Lewis,-0.49
lexical,0
lexicon,-0.11
Lexington,-0.25
liabilities,0.3
liability,-0.06
liable,-0.21
liaison,0.08
liaisons,0.07
liar,-0.52
liars,-0.58
liar's,-0.51
libation,0.09
libel,-0.04
libelous,0.64
liberal,-0.64
liberalism,0.06
liberality,0.39
liberalize,-0.06
liberalizing,0.19
liberally,-0.18
liberals,-0.27
liberal's,-0.19
liberate,-0.32
liberated,-0.23
liberating,-0.15
liberation,-0.27
liberator,-0.19
Liberia,-0.25
libertarian,0.29
libertarians,0.65
liberties,-0.39
libertine,0.52
libertines,0.91
liberty,-0.56
liberty's,-0.07
libidinous,1.33
libido,0.04
Libra,-0.14
librarian,-0.18
librarians,0
librarian's,-0.04
libraries,-0.23
library,-0.57
libretto,0.26
Libya,0.15
Libyan,0.03
lice,-0.46
license,-0.43
licensed,-0.36
licensee,0.29
licenses,-0.37
licensing,-0.19
licentious,0.3
lichen,0.24
Lichtenstein,0.72
lick,-0.72
licked,-0.51
licking,-0.52
lid,-0.44
lidless,0.74
lids,-0.34
lie,-0.79
Liechtenstein,0.93
lied,-0.47
liege,0.75
lien,0.39
liens,-0.32
lies,-0.68
lieu,0.19
lieutenant,0.12
lieutenants,0.12
lieutenant's,0.19
life,-0.87
lifebelt,0.48
lifeblood,-0.18
lifeboat,-0.38
lifeboats,-0.29
lifebuoy,0.92
lifeguard,-0.52
lifeguards,-0.27
lifeless,-0.65
lifelike,-0.26
lifeline,-0.3
lifelong,-0.59
lifer,0.29
life's,-0.42
lifetime,-0.58
lift,-0.73
lifted,-0.4
lifters,-0.23
lifting,-0.44
lifts,-0.56
ligament,0.29
ligature,0.54
light,-0.56
lightbulb,-0.23
lighted,-0.41
lighten,-0.38
lightened,-0.46
lightens,-0.31
lighter,-0.5
lighters,-0.4
lightest,-0.51
lightfoot,-0.28
lighthearted,0.16
lighthouse,-0.51
lighthouses,-0.15
lighting,-0.25
lightly,-0.56
lightness,-0.41
lightning,-0.38
lights,-0.72
lightship,0.04
lightweight,-0.18
likable,-0.22
like,-0.69
liked,-0.48
likelihood,-0.24
likely,-0.74
likened,-0.29
likeness,-0.46
likes,-0.58
likewise,-0.54
liking,-0.27
lilac,-0.46
lilacs,-0.1
lilies,-0.11
Liliputian,0.91
Lilliput,0.25
Lilliputian,0.88
Lilly,-0.2
Lilly's,-0.14
lilt,-0.23
lilting,0.43
lily,-0.5
Lima,0.32
limb,-0.64
limber,-0.33
limbic,-0.18
limbo,-0.27
limbs,-0.69
lime,-0.73
limeade,0.89
limejuice,0.23
limekiln,2.07
limelight,-0.08
limerick,0.06
limestone,-0.4
limit,-0.64
limitation,-0.03
limitations,-0.23
limited,-0.39
limiting,-0.28
limitless,-0.27
limits,-0.52
limousine,-0.35
limousines,0.52
limp,-0.65
limped,-0.22
limpid,0.03
limping,-0.32
limply,0.42
limps,-0.5
Lincoln,-0.68
Lincoln's,-0.5
Linda,-0.59
Linda's,-0.43
Lindsay,-0.31
Lindsey's,0.11
lindy,-0.16
line,-0.58
lineage,0.02
lineages,0.3
lineal,0.23
lineament,0.9
linear,-0.4
linearly,0.28
lineback,-0.24
linebackers,0.15
lined,-0.57
lineman,0.08
linemen,0.22
linen,-0.36
liner,-0.51
liners,-0.26
lines,-0.67
linesman,0.38
lineup,-0.23
linger,-0.55
lingered,-0.22
lingerie,-0.12
lingering,-0.26
lingers,-0.14
lingo,-0.2
lingual,0.05
linguist,-0.22
linguistic,-0.13
linguistically,0.79
linguistics,0.14
linguists,0.37
liniment,0.77
liniments,0.36
lining,-0.17
link,-0.65
linkage,-0.26
linked,-0.63
linking,-0.65
links,-0.74
linoleum,0.57
linseed,0.73
lint,-0.56
Linus,0.37
lion,-0.9
Lionel,0.19
lioness,-0.01
lionesses,0.74
lionized,0.22
lions,-0.64
lion's,-0.67
lip,-0.79
lipid,-0.3
lips,-0.77
lipstick,-0.53
liquefaction,0.64
liquefy,0.48
liqueur,0.14
liquid,-0.66
liquidate,0.42
liquidated,0.26
liquidating,0.32
liquidation,0.32
liquidations,0.54
liquidity,-0.01
liquidize,0.37
liquids,-0.55
liquor,-0.57
lira,0.09
Lisa,-0.81
Lisbon,0.38
lisle,1.18
lisp,0.17
lisping,0.44
list,-0.77
listed,-0.56
listen,-0.9
listened,-0.65
listener,-0.41
listeners,-0.23
listener's,-0.13
listening,-0.53
listens,-0.64
listing,-0.27
listings,-0.45
listless,-0.03
listlessly,0.24
lists,-0.52
lit,-0.57
litany,-0.07
liter,-0.5
literacy,-0.49
literal,-0.45
literalism,0.26
literally,-0.37
literalness,0.9
literary,-0.4
literate,-0.31
literature,-0.31
literatures,0.45
liters,-0.06
lithe,-0.01
lithium,-0.3
lithograph,0.08
lithographs,0.26
lithography,0.36
litigant,0.3
litigants,0.54
litigate,0
litigation,0.53
litigious,0.77
litmus,0.42
litter,-0.4
litterbag,0.32
litterbin,1.61
litterbug,-0.09
littered,-0.12
littering,-0.26
litters,-0.38
little,-0.45
littlest,0.48
liturgical,0.92
liturgy,-0.12
livability,0.82
livable,0.32
live,-0.51
lived,-0.62
livelier,0.11
livelihood,-0.25
liveliness,0.03
livelong,-0.06
lively,-0.49
liver,-0.77
liveried,0.2
Liverpool,-0.06
livers,-0.43
liverwurst,0.32
livery,-0.05
liveryman,1.43
lives,-0.69
livestock,-0.36
livid,-0.35
living,-0.61
Livingston,0.22
Liz,-0.31
lizard,-0.64
lizards,-0.6
lizard's,-0.36
llama,0.23
Lloyd,-0.17
Lloyd's,-0.23
lo,0.14
load,-0.73
loaded,-0.73
loader,-0.4
loaders,-0.13
loading,-0.45
loadings,-0.29
loads,-0.78
loaf,-0.65
loafed,-0.23
loafer,-0.29
loam,0.1
loan,-0.71
loaned,-0.42
loans,-0.74
loath,-0.43
loathe,-0.34
loathed,-0.46
loathing,-0.31
loathsome,-0.07
loaves,0
lob,-0.13
lobar,-0.86
lobbied,-0.1
lobbies,-0.17
lobby,-0.49
lobbyist,-0.1
lobe,-0.1
lobes,-0.06
lobotomy,0.28
lobster,-0.72
lobsterpot,1.34
lobular,0.22
lobularity,0.82
lobule,1.06
lobules,0.76
local,-0.73
locale,-0.16
locales,0.05
localisms,0.63
localities,0.05
locality,-0.34
localization,-0.15
localize,-0.4
localized,-0.34
locally,-0.49
locate,-0.54
located,-0.46
locating,-0.07
location,-0.7
locations,-0.6
loci,0.3
lock,-0.74
locked,-0.67
locker,-0.44
locket,-0.53
locking,-0.36
lockjaw,0.14
lockout,-0.33
locks,-0.85
locksmith,-0.56
lockstitch,0.9
lockup,-0.42
loco,0.15
locomotion,0.04
locomotive,0.3
locomotives,0.15
locus,-0.53
locust,-0.21
locution,0.27
lode,0.16
lodge,-0.61
lodged,-0.32
lodges,-0.35
lodging,-0.4
lodgings,0.03
lodgment,1.01
loft,-0.61
lofty,-0.24
log,-0.7
logarithm,0.31
logarithms,0.16
logbook,-0.14
logged,-0.56
logger,-0.25
logging,-0.55
logic,-0.49
logical,-0.48
logically,-0.4
logician,0.42
logistic,-0.34
logistical,0.24
logistics,-0.04
logjam,0.82
logs,-0.73
loin,-0.2
loincloth,0.33
loins,-0.17
Lois,-0.24
loiter,-0.13
loll,0.07
lolling,0.31
lollipop,0.03
lolly,0.08
London,-0.75
Londoner,0.37
London's,-0.53
lone,-0.41
lonelier,0.5
loneliest,-0.18
loneliness,-0.3
lonely,-0.68
loner,-0.34
loners,-0.39
lonesome,-0.32
long,-0.48
longboat,-0.19
longbow,0.05
longed,-0.46
longer,-0.84
longest,-0.59
longevity,-0.18
Longfellow,0.08
Longfellow's,0.18
longhaired,0.19
longhand,-0.18
longhorn,-0.17
longhorns,0.07
longing,-0.45
longings,-0.07
longitude,-0.41
longitudes,0.12
longitudinal,0.48
longrun,0.47
longs,-0.3
longship,-0.05
longshore,-0.2
longshoreman,0.85
longshoremen,0.96
longshoremen's,1
longshot,-0.26
longsighted,0.42
longstanding,0.02
longways,-0.19
longwinded,0.33
loofah,0.17
look,-0.63
looked,-0.43
looker,-0.51
looking,-0.73
lookout,-0.43
looks,-0.75
lookup,-0.58
loom,-0.47
loomed,-0.21
looming,-0.24
looms,-0.16
loon,-0.14
loony,0.05
loonybin,1.11
loop,-0.75
looped,-0.08
loophole,-0.33
loopholes,-0.07
loops,-0.7
loopy,-0.18
loose,-0.76
loosely,-0.43
loosen,-0.55
loosened,-0.01
looseness,-0.21
loosening,-0.3
loosens,-0.29
looser,-0.31
loosest,0.04
loot,-0.39
looted,-0.12
looter,0.03
looting,-0.11
lop,-0.12
lope,0.01
loped,0.28
lopped,0.17
lopsidedly,1.11
loquacious,0.68
loquacity,0.87
lord,-0.65
lordless,-0.05
lordly,-0.21
lords,-0.55
lord's,-0.42
lordship,-0.23
lore,0.07
lose,-0.53
loser,-0.82
losers,-0.56
loses,-0.37
losing,-0.26
loss,-0.78
losses,-0.29
lost,-0.53
lot,-0.78
lotion,-0.54
lotions,-0.22
lots,-0.79
lottery,-0.67
lotto,-0.53
lotus,-0.32
Lou,0.1
loud,-0.77
louder,-0.6
loudest,-0.53
loudly,-0.37
loudmouth,-0.22
loudspeaker,-0.25
loudspeakers,-0.06
Louis,-0.38
Louisa,0.06
Louise,-0.37
Louisiana,-0.39
Louis's,0.09
Louisville,-0.09
lounge,-0.45
lounged,-0.19
lounger,0.35
lounges,-0.27
lounging,0.02
louse,0.44
loused,0.38
lousiness,-0.13
lousy,-0.46
lovable,-0.43
love,-0.91
lovebird,-0.18
lovechild,-0.07
loved,-0.73
loveless,-0.33
lovelies,-0.04
loveliest,0.39
loveliness,-0.24
lovelorn,0.68
lovely,-0.87
lovemaking,-0.32
lover,-0.62
lovers,-0.65
lover's,-0.53
loves,-0.43
love's,-0.26
lovesick,-0.35
loving,-0.58
lovingly,-0.47
low,-0.81
lowborn,0.55
lowbred,0.7
lowbrow,0.53
lowdown,-0.24
lower,-0.69
lowered,-0.3
lowering,-0.14
lowermost,0.52
lowers,-0.37
lowest,-0.6
lowland,0.07
lowlands,-0.15
lowliest,0.11
lowly,-0.12
lows,-0.29
loyal,-0.52
loyalist,-0.19
loyalists,-0.18
loyalties,-0.08
loyalty,-0.36
lozenge,0.95
lubber,-0.54
lubricant,-0.34
lubricate,-0.52
lubricated,-0.14
lubrication,-0.21
Lucas,-0.2
Lucas's,0.22
lucent,0.09
lucid,-0.3
lucidity,0.06
Lucifer,-0.1
Lucifer's,0.03
Lucille,0.03
Lucille's,0.07
luck,-0.85
lucked,-0.21
luckier,-0.04
luckily,-0.44
luckless,0.03
lucks,-0.31
lucky,-0.61
lucrative,0.1
Lucy,-0.42
Lucy's,-0.47
ludicrous,0.12
ludicrousness,1.1
lug,-0.11
luge,-0.06
luger,-0.37
luggage,-0.42
lugged,-0.27
Luke,-0.55
Luke's,-0.47
lukewarm,-0.1
lull,0.06
lullaby,-0.12
lulled,0.23
lulls,-0.06
lumbago,1.06
lumbar,-0.14
lumber,-0.37
lumbered,-0.07
lumbering,0
lumberjack,-0.34
lumberyard,0.13
lumen,-0.02
luminaries,0.45
luminary,0.12
luminescence,0.35
luminescent,0.53
luminosity,0.64
luminous,-0.14
lummox,0.5
lump,-0.48
lumped,-0.35
lumpish,0.34
lumps,-0.43
lumpy,-0.34
lunacy,-0.16
lunar,-0.28
lunatic,0.13
lunch,-0.67
luncheon,-0.27
luncheons,0.27
lunchroom,-0.25
lunchtime,0.01
lung,-0.47
lunge,0.2
lunged,-0.16
lungpower,0.68
lungs,-0.7
lurch,-0.08
lurched,-0.02
lurching,0.01
lure,-0.37
lured,-0.28
lurid,-0.11
luring,-0.16
lurk,0.15
lurked,-0.24
lurking,-0.43
lurks,-0.05
luscious,0.03
lush,-0.54
lushes,0.12
lust,-0.52
luster,-0.38
lustful,-0.4
lustily,0.33
lustre,0.29
lustrous,0.06
lusts,-0.44
lusty,-0.44
lute,-0.02
Luther,-0.33
Lutheran,-0.08
Luther's,-0.19
Luxemburg,0.24
luxuriance,0.47
luxuriant,0.32
luxuries,-0.21
luxurious,-0.3
luxury,-0.69
lye,-0.19
lying,-0.48
Lyle,0.09
lymph,-0.06
lymphoma,0.41
lynch,-0.16
lynched,-0.07
Lynn,-0.32
lynx,-0.14
lyre,0.17
lyric,-0.45
lyrical,-0.17
lyricism,0.23
lyricist,0.17
lyricists,0.33
lyricist's,0.62
lyrics,-0.6
Lysol,-0.18
ma,-0.11
ma'am,0.03
macabre,0.27
macaroni,0
macaroon,0.54
macaw,0.41
Macbeth,-0.18
mace,-0.36
Macedonia,0.25
machete,0.37
Machiavelli,0.32
Machiavellian,0.74
machinate,0.36
machination,0.57
machine,-0.83
machinegun,0.56
machinelike,0.83
machinery,-0.21
machines,-0.38
machinist,0.19
machinists,0.64
machismo,0.22
Macintosh,0.01
mack,-0.52
mackerel,0.12
mackinaw,0.51
mackintosh,0.34
Mack's,0.1
macrame,0.51
macrobiotic,1.25
macrocosm,1.49
macromolecular,1.16
macrophages,1.16
macroscopically,1.59
mad,-0.71
Madagascan,1.16
Madagascar,0.62
Madam,0.12
Madame,0.06
madcap,0.31
madden,-0.08
maddening,-0.22
made,-0.73
Madeleine,0.28
mademoiselle,0.97
madhouse,-0.08
Madison,-0.28
Madison's,-0.2
madly,-0.37
madman,-0.13
madmen,0.1
madness,-0.48
Madonna,-0.32
Madonna's,-0.02
Madrid,-0.11
madrigal,0.11
madrigals,0.31
madwoman,0.06
maelstrom,0.33
maestro,0.24
maestro's,0.55
Mafia,-0.17
mag,-0.39
magazine,-0.55
magazines,-0.26
magazine's,0.05
Magdalene,0.66
magenta,-0.09
Maggie,-0.33
Maggie's,-0.22
maggot,-0.15
maggots,0.05
maggoty,0.85
magi,0.44
magic,-0.62
magical,-0.48
magically,-0.23
magician,-0.18
magicians,-0.11
magician's,0.05
magisterial,0.86
magistracy,0.83
magistrate,0.13
magistrates,0.73
magma,0.27
magnanimity,0.91
magnanimous,0.63
magnate,0.3
magnates,0.48
magnesia,0.28
magnesium,-0.08
magnet,-0.49
magnetic,-0.39
magnetically,0.81
magnetism,0.08
magnetisms,0.5
magnetize,0.45
magnetized,0.14
magnification,0.21
magnificence,0.09
magnificent,-0.15
magnificently,0.52
magnified,-0.14
magnifies,0.18
magnify,-0.2
magnifying,-0.15
magnitude,-0.31
magnitudes,0.05
magnolia,-0.3
magnum,0.24
magpie,0.29
magpies,0.37
mahjong,0.52
mahogany,0.23
maid,-0.52
maiden,-0.32
maidenhead,0.63
maidenhood,0.11
maidens,-0.29
maids,-0.52
maid's,-0.33
maidservant,0.83
mail,-0.62
mailbag,-0.17
mailboat,-0.23
mailbox,-0.57
mailboxes,-0.41
mailed,-0.33
mailer,-0.37
mailing,-0.42
mailings,-0.12
mailman,-0.49
mails,-0.34
maim,-0.05
maimed,0.39
main,-0.64
Maine,-0.31
mainland,-0.44
mainline,-0.3
mainly,-0.48
mainmast,0.65
mains,-0.35
mainsail,0.9
mainspring,0.58
mainstay,0.09
mainstream,-0.39
maintain,-0.61
maintained,-0.51
maintaining,-0.52
maintains,-0.36
maintenance,-0.33
maize,-0.12
majestic,-0.3
majestically,0.26
majesties,0.19
majesty,-0.21
majesty's,-0.04
major,-0.72
majored,-0.15
majorities,-0.08
majority,-0.45
majors,-0.6
make,-0.61
maker,-0.67
makers,-0.68
makes,-0.56
makeshift,-0.3
makeshifts,0.13
makeup,-0.58
making,-0.64
makings,-0.35
maladaptive,0.33
maladies,0.01
maladjusted,0.44
maladjustment,1.01
maladjustments,0.88
maladministration,1.66
maladroit,1.02
malady,0.17
malaise,0.36
malapropism,1.1
malapropos,1.28
malaria,-0.14
Malaysia,0.25
Malcolm,-0.39
malcontent,0.72
male,-0.71
malediction,0.93
maleness,0.42
males,-0.58
malevolence,0.42
malevolencies,1.14
malevolent,0.24
malfeasant,0.12
malformation,0.65
malformations,0.9
malformed,0.12
malfunction,-0.27
malfunctioning,0.38
Mali,0.06
malice,-0.34
malicious,-0.12
maliciously,0.02
malign,0.09
malignancies,0.78
malignancy,0.27
malignant,0.16
maligned,0.08
